proportional,integral,derivative,coverage
0.09000000000000001,0.0,0.0,0.0
0.0,0.10434835696450012,0.0,0.0
-0.002015851647958175,0.22332801865017135,0.0,1.0
0.04018096487544223,0.1989561961768042,0.0,0.0
0.04018096487544223,0.2864386630745552,0.0,0.0
-0.008709345515109884,0.36321372616077824,0.0,1.0
0.07838410963598896,0.3259070980642821,0.0,0.0
-0.008709345515109884,0.39081883522707067,0.0,1.0
0.07838410963598896,0.3557526903343261,0.0,0.0
-0.008709345515109884,0.41273859934530405,0.0,1.0
-0.008709345515109884,0.3801950820601771,0.0,1.0
-0.008709345515109884,0.3517392315369001,0.0,1.0
-0.008709345515109884,0.3266085343249283,0.3520396240551,1.0
-0.008566186832152827,0.30421916831234225,0.27143071256042434,1.0
-0.008566186832152827,0.28411765767291197,0.17241211078925375,1.0
0.06245539041891237,0.26594679573952407,0.15242516491137761,0.0
-0.008111986662003634,0.30932232921388253,0.24656610437022436,1.0
-0.008111986662003634,0.2915478838800094,0.38129500868853844,1.0
-0.008111986662003634,0.2752681447151008,0.4803491248286422,1.0
-0.008111986662003634,0.26028740170608233,0.5575920711823508,1.0
-0.008111986662003634,0.24644369814214792,0.4425899258107332,1.0
-0.008111986662003634,0.23360176011562658,0.4132052144948895,1.0
-0.008111986662003634,0.22164764054713826,0.3935106441293703,1.0
-0.007712587484324055,0.2104846114477208,0.36709777560638246,1.0
-0.007712587484324055,0.20002997721120502,0.38697405514517,1.0
-0.007712587484324055,0.19021257606684114,0.4073848397864477,1.0
0.06333244399620533,0.18097080173951474,0.39900935760444395,0.0
-0.0071812373449497875,0.21339988132181278,0.39152663390064824,1.0
-0.0071812373449497875,0.20402595755157021,0.4484623544409241,1.0
-0.005785986515084602,0.19515699639832232,0.5005544751559433,1.0
0.059744834772807426,0.18674963220762325,0.4731560175061686,0.0
-0.007028580706048848,0.2162790249084149,0.5405742150166952,1.0
-0.006450191853217605,0.20776005778949153,0.6320494910805782,1.0
-0.006450191853217605,0.1996524173499464,0.571646394897564,1.0
-0.006450191853217605,0.19192432166044446,0.5419047284132713,1.0
-0.006450191853217605,0.18454730854612447,0.5398204147923689,1.0
-0.006450191853217605,0.17749580368588688,0.5992828709752084,1.0
-0.008502470544189162,0.17074675534476536,0.6507103279280645,1.0
-0.008502470544189162,0.16427932394045439,0.5698230760367449,1.0
-0.008502470544189162,0.15807461698806602,0.5508708283931407,1.0
-0.008502470544189162,0.15211546179733415,0.5533741251153235,1.0
-0.008385528499500838,0.14638620973589067,0.549724381600617,1.0
-0.008385528499500838,0.14087256701170275,0.512618003236695,1.0
-0.008385528499500838,0.13556144783538135,0.5508741151158776,1.0
-0.008385528499500838,0.13044084655025542,0.5667550126646236,1.0
-0.007737514705587218,0.12549972590398648,0.6003560435731632,1.0
-0.007562488085845649,0.12072791911003558,0.6360683817532216,1.0
-0.006649537032312621,0.11611604373360095,0.6552589031927806,1.0
-0.006649537032312621,0.11165542575263626,0.630069930604521,1.0
-0.006984513650484116,0.1073380324042356,0.630706647000865,1.0
-0.006984513650484116,0.10315641264099926,0.5803733134869575,1.0
-0.006984513650484116,0.0991036441996487,0.5921748768207915,1.0
-0.0069839887322972905,0.09517328643200164,0.5516196455345869,1.0
-0.0069839887322972905,0.09135933817193227,0.5675712396366622,1.0
-0.007412129791992523,0.0876562000155126,0.5353073219374362,1.0
-0.006308045535155198,0.08405864047868579,0.4925574727139643,1.0
0.062276170976197795,0.08056176557041865,0.4501387621350482,0.0
0.0645072734371014,0.10068243130285208,0.3519040750506152,0.0
-0.007304089138393088,0.12036837968586331,0.43537429140187517,1.0
-0.007304089138393088,0.11652963102048448,0.4737026703307325,1.0
-0.007304089138393088,0.11279367545774205,0.4783802103582569,1.0
-0.007304089138393088,0.10915604299522591,0.44464276378836837,1.0
-0.007304089138393088,0.10561252972024511,0.3986495831256067,1.0
0.0657368022455378,0.10215917782762274,0.33701184519747357,0.0
-0.008888633997640767,0.12045743146462304,0.303200297508901,1.0
-0.008888633997640767,0.11690757983428403,0.39746924239361053,1.0
-0.008717265685458598,0.11344483566074277,0.3780115624945703,1.0
-0.008717265685458598,0.11006572433620565,0.3742771093600643,1.0
-0.008717265685458598,0.10676696125171205,0.339402374384282,1.0
-0.008717265685458598,0.10354543867100875,0.32225903552386875,1.0
-0.008717265685458598,0.1003982136952352,0.3471229403396671,1.0
-0.008717265685458598,0.0973224972129092,0.3766719124926525,1.0
-0.008331233757580296,0.0943156437413027,0.3613652367264326,1.0
-0.008331233757580296,0.09137514207547637,0.3253407049518184,1.0
-0.005500205238705354,0.08849860667018557,0.33208461349013957,1.0
0.04950184714834818,0.0856837696877487,0.31932616992097385,0.0
-0.00902130643488338,0.10189395669337935,0.3059927032108947,1.0
-0.00902130643488338,0.09899912886248896,0.3774686092485197,1.0
-0.00902130643488338,0.09616453892028294,0.4007953359766046,1.0
-0.00902130643488338,0.09338814421169171,0.41642609028409616,1.0
-0.00902130643488338,0.09066799722350907,0.4158543074127067,1.0
-0.00902130643488338,0.08800223997405948,0.41674143680282005,1.0
-0.007403088794836534,0.08538909880167998,0.4294783436795117,1.0
-0.007403088794836534,0.08282687951894539,0.4593692332483669,1.0
-0.007881688950080058,0.08031396290269092,0.4909208756829657,1.0
-0.007881688950080058,0.07784880049267959,0.44983835875753486,1.0
0.047740696962874196,0.07542991067426436,0.4551198251714168,0.0
-0.006988330585639347,0.09012879057373702,0.4502256300461691,1.0
-0.006988330585639347,0.08764250687039665,0.49695589679130037,1.0
-0.006988330585639347,0.08520168046038214,0.5143520176856715,1.0
-0.007551323240904669,0.08280495483191928,0.5169011759049852,1.0
-0.007551323240904669,0.0804510291494961,0.46954099565360335,1.0
-0.007551323240904669,0.07813865535673717,0.4837247369029839,1.0
-0.007551323240904669,0.07586663546127671,0.44633823928471117,1.0
-0.007551323240904669,0.07363381898827309,0.43557740193300115,1.0
-0.007551323240904669,0.07143910059032663,0.40646259644351124,1.0
-0.007551323240904669,0.06928141780257537,0.4343600271980588,1.0
0.05190111043609064,0.06715974893266341,0.4124917472944706,0.0
-0.0078028013543986145,0.08062731154938968,0.41013122915465644,1.0
-0.0078028013543986145,0.0784482282652245,0.45472381200553297,1.0
